intent,query,answer
호텔외식비즈니스학과,2학년 전공,"호텔외식비즈니스학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔연회기획과케이터링경영(전선·3), 호텔외식서비스마케팅(전선·3), 주류학(전선·3), 외식영양과건강(전선·3), 카지노기초실무론(전선·3), 카이세끼&이자까야실습(전선·3), 한식조리이론및실습1(전선·3), 외식창업론(전선·3), 고객커뮤니케이션전략(전선·3), 호텔외식조리경영실무3(전선·3)
[2학기] 호텔외식식품위생관리(전선·3), 호텔외식서비스경영론(전선·3), 푸드스타일링(전선·3), 레스토랑경영론(전선·3), 고객심리학(전선·3), 유러피언퀴진실습(전선·3), Baulanger실습(전선·3), 소믈리에실무(전선·3), 항공,크루즈산업(전선·3), 호텔외식조리경영실무4(전선·3)"
호텔외식비즈니스학과,3학년 전공,"호텔외식비즈니스학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 외식기업경영론(전필·3), 호텔외식마케팅(전필·3), 호텔외식인적자원관리(전선·3), 호텔외식프랜차이즈경영론(전선·3), 외식주방경영론(전선·3), K-Food&세계요리실습(전선·3), 에스닉푸드실습(전선·3), 레스토랑디자인(전선·3), 식품관련법규(전선·3), 호텔외식조리경영실무5(전선·3)
[2학기] 호텔기업경영론(전필·3), 호텔외식원가관리(전필·3), 호텔외식소비자행동(전선·3), 커피학개론(전선·3), 호텔외식재무회계(전선·3), 퐁과소스실습(전선·3), Patissier실습(전선·3), 메뉴디자인(전선·3), 호텔외식조리경영실무6(전선·3)"
호텔외식비즈니스학과,4학년 전공,"호텔외식비즈니스학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔외식컨설팅(전선·3), 호텔외식관리회계(전선·3), 호텔외식마케팅조사론(전선·3), 호텔외식경영정보시스템(전선·3), 음식평론(전선·3), 축제속의술문화(전선·3), 호텔경영전략(전선·3), 문화엔터테인먼트관광(전선·3), 호텔외식조리경영실무7(전선·3)
[2학기] 호텔외식창업프로젝트(전선·3), 프랜차이즈기업사례연구(전선·3), 호텔외식재무관리(전선·3), 외식상품개발론(전선·3), 음식관광기획론(전선·3), 고객관계관리(전선·3), 페스티벌이벤트경영론(전선·3), 호텔외식조리경영실무8(전선·3)"
호텔외식비즈니스학과,전공,"호텔외식비즈니스학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경영학원론(전선·3), 마케팅원론(전선·3), 관광산업의이해(전선·3), 컴퓨터의활용과이해(전선·3), 조리기초실습(전선·3), CoffeeBarista실습(전선·3), 세계음식문화사(전선·3), 호텔외식조리경영실무1(전선·3)
[1학년 2학기] 회계원리(전필·3), 경제학원론(전선·3), 호텔외식비즈니스의이해(전선·3), 글로벌식생활문화(전선·3), 컴퓨터를활용한기초통계(전선·3), 호텔외식영어(전선·3), 모던이스트퀴진실습(전선·3), 서비스매너(전선·3), 푸드투어리즘(전선·3), 호텔외식조리경영실무2(전선·3)
[2학년 1학기] 호텔연회기획과케이터링경영(전선·3), 호텔외식서비스마케팅(전선·3), 주류학(전선·3), 외식영양과건강(전선·3), 카지노기초실무론(전선·3), 카이세끼&이자까야실습(전선·3), 한식조리이론및실습1(전선·3), 외식창업론(전선·3), 고객커뮤니케이션전략(전선·3), 호텔외식조리경영실무3(전선·3)
[2학년 2학기] 호텔외식식품위생관리(전선·3), 호텔외식서비스경영론(전선·3), 푸드스타일링(전선·3), 레스토랑경영론(전선·3), 고객심리학(전선·3), 유러피언퀴진실습(전선·3), Baulanger실습(전선·3), 소믈리에실무(전선·3), 항공,크루즈산업(전선·3), 호텔외식조리경영실무4(전선·3)
[3학년 1학기] 외식기업경영론(전필·3), 호텔외식마케팅(전필·3), 호텔외식인적자원관리(전선·3), 호텔외식프랜차이즈경영론(전선·3), 외식주방경영론(전선·3), K-Food&세계요리실습(전선·3), 에스닉푸드실습(전선·3), 레스토랑디자인(전선·3), 식품관련법규(전선·3), 호텔외식조리경영실무5(전선·3)
[3학년 2학기] 호텔기업경영론(전필·3), 호텔외식원가관리(전필·3), 호텔외식소비자행동(전선·3), 커피학개론(전선·3), 호텔외식재무회계(전선·3), 퐁과소스실습(전선·3), Patissier실습(전선·3), 메뉴디자인(전선·3), 호텔외식조리경영실무6(전선·3)
[4학년 1학기] 호텔외식컨설팅(전선·3), 호텔외식관리회계(전선·3), 호텔외식마케팅조사론(전선·3), 호텔외식경영정보시스템(전선·3), 음식평론(전선·3), 축제속의술문화(전선·3), 호텔경영전략(전선·3), 문화엔터테인먼트관광(전선·3), 호텔외식조리경영실무7(전선·3)
[4학년 2학기] 호텔외식창업프로젝트(전선·3), 프랜차이즈기업사례연구(전선·3), 호텔외식재무관리(전선·3), 외식상품개발론(전선·3), 음식관광기획론(전선·3), 고객관계관리(전선·3), 페스티벌이벤트경영론(전선·3), 호텔외식조리경영실무8(전선·3)"
글로벌조리학과,조교실 정보 좀,"글로벌조리학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-1831"
글로벌조리학과,과사무실,"글로벌조리학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-1831"
글로벌조리학과,과사무실 위치,글로벌조리학과 과사무실 위치는 광개토관 817호입니다.
글로벌조리학과,과사무실 전화번호,글로벌조리학과 과사무실 전화번호는 02-3408-1831입니다.
글로벌조리학과,홈페이지,"글로벌조리학과 홈페이지입니다.
글로벌조리학과 : http://home.sejong.ac.kr/~hoteldpt/"
글로벌조리학과,공지사항,"글로벌조리학과에서 제공하는 공지사항입니다.
글로벌조리학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
글로벌조리학과,취업공고,"글로벌조리학과에서 제공하는 취업공고입니다.
글로벌조리학과 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
글로벌조리학과,전공소개,"본 학과는 4년제 교육 프로그램으로서 글로벌 시대에 맞춘 다양한 교육 프로그램으로 조리·외식 산업 분야의 다각도의 전문적인 리더를 배양하는데 교육의 목적을 두며 국제적 수준의 교육 과정과 교수진을 통해 전문 지식을 함양하고, 국내 최고의 실습실을 통하여 실무 교육 및 응용의 기회를 제공합니다."
글로벌조리학과,주전공,"전공필수과목은 15학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 60학점 이상이어야 합니다."
글로벌조리학과,복수전공,타학과생이 글로벌조리학과를 복수전공으로 이수할 수 없습니다.
글로벌조리학과,복전,타학과생이 글로벌조리학과를 복수전공으로 이수할 수 없습니다.
글로벌조리학과,부전공,타학과생이 글로벌조리학과를 부전공으로 이수할 수 없습니다.
글로벌조리학과,1학년 전공,"글로벌조리학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 세계음식문화사(전선·3), 식품학(전선·3), 식품위생학(전선·3), 조리기초실습(전선·3), PC활용과이해(전선·3), Coffee Barista실습(전선·3), 호텔외식조리경영실무1(전선·3)
[2학기] 서비스매너(전선·3), 푸드투어리즘(전선·3), 호스피탈리티산업의이해(전선·3), 조리학(전선·3), 글로벌식생활문화(전선·3), 모던이스트퀴진실습(전선·3), 레스토랑디자인과공간트랜드(전선·3), Cooking English(전선·3), 호텔외식조리경영실무2(전선·3)"
글로벌조리학과,2학년 전공,"글로벌조리학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 고객커뮤니케이션전략(전선·3), 카이세끼&이자까야실습(전선·3), 호텔연회기획과케이터링경영(전선·3), 외식영양과건강(전선·3), Coffee Barista창업(전선·3), 호텔외식조리경영실무3(전선·3)
[2학기] 항공·크루즈산업(전선·3), 식품재료학(전선·3), 유러피안퀴진실습(전선·3), Boulanger실습(전선·3), About Wine실습(전선·3), 호텔외식조리경영실무4(전선·3)"
글로벌조리학과,3학년 전공,"글로벌조리학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] K-food&세계요리실습(전필·3), 외식산업경영론(전필·3), 에스닉푸드실습(전선·3), 컨벤션산업(전선·3), 식품관련법규(전선·3), Garde Manger(전선·3), 메뉴기획과푸드플레이팅(전선·3), 호텔외식조리경영실무5(전선·3)
[2학기] 퐁과소스실습(전필·3), 레스토랑경영과창업(전필·3), 식공간디자인개발(전선·3), 메뉴디자인(전선·3), Patissier실습(전선·3), 식품발효학(전선·3), 글로벌퀴진인더키친(전선·3), 호텔외식조리경영실무6(전선·3)"
글로벌조리학과,4학년 전공,"글로벌조리학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔외식원가관리(전필·3), 축제속의술문화(전선·3), 문화엔터테인먼트관광(전선·3), 카페베이커리실습(전선·3), 음식과평론(전선·3), 호텔외식조리경영실무7(전선·3)
[2학기] 페스티벌이벤트경영(전선·3), 외식사업개발및컨설팅(전선·3), HMR상품기획(전선·3), 주류학(전선·3), 글로벌조리캡스톤디자인(전선·3), 호텔외식조리경영실무8(전선·3)"
글로벌조리학과,전공,"글로벌조리학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 세계음식문화사(전선·3), 식품학(전선·3), 식품위생학(전선·3), 조리기초실습(전선·3), PC활용과이해(전선·3), Coffee Barista실습(전선·3), 호텔외식조리경영실무1(전선·3)
[1학년 2학기] 서비스매너(전선·3), 푸드투어리즘(전선·3), 호스피탈리티산업의이해(전선·3), 조리학(전선·3), 글로벌식생활문화(전선·3), 모던이스트퀴진실습(전선·3), 레스토랑디자인과공간트랜드(전선·3), Cooking English(전선·3), 호텔외식조리경영실무2(전선·3)
[2학년 1학기] 고객커뮤니케이션전략(전선·3), 카이세끼&이자까야실습(전선·3), 호텔연회기획과케이터링경영(전선·3), 외식영양과건강(전선·3), Coffee Barista창업(전선·3), 호텔외식조리경영실무3(전선·3)
[2학년 2학기] 항공·크루즈산업(전선·3), 식품재료학(전선·3), 유러피안퀴진실습(전선·3), Boulanger실습(전선·3), About Wine실습(전선·3), 호텔외식조리경영실무4(전선·3)
[3학년 1학기] K-food&세계요리실습(전필·3), 외식산업경영론(전필·3), 에스닉푸드실습(전선·3), 컨벤션산업(전선·3), 식품관련법규(전선·3), Garde Manger(전선·3), 메뉴기획과푸드플레이팅(전선·3), 호텔외식조리경영실무5(전선·3)
[3학년 2학기] 퐁과소스실습(전필·3), 레스토랑경영과창업(전필·3), 식공간디자인개발(전선·3), 메뉴디자인(전선·3), Patissier실습(전선·3), 식품발효학(전선·3), 글로벌퀴진인더키친(전선·3), 호텔외식조리경영실무6(전선·3)
[4학년 1학기] 호텔외식원가관리(전필·3), 축제속의술문화(전선·3), 문화엔터테인먼트관광(전선·3), 카페베이커리실습(전선·3), 음식과평론(전선·3), 호텔외식조리경영실무7(전선·3)
[4학년 2학기] 페스티벌이벤트경영(전선·3), 외식사업개발및컨설팅(전선·3), HMR상품기획(전선·3), 주류학(전선·3), 글로벌조리캡스톤디자인(전선·3), 호텔외식조리경영실무8(전선·3)"
