intent,query,answer
역사학과,전공,"역사학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 역사학개론(전필·3), 한국사의기본인식(전선·3), 인류의선사문화(전선·3)
[1학년 2학기] 문화유적현장실습1(전필·3), 역사와우리민족(전선·3), 한국의문화유산(전선·3)
[2학년 1학기] 한국고대사(전필·3), 동아시아고대사(전선·3), 서양고대사(전선·3)
[2학년 2학기] 문화유적현장실습2(전필·3), 한국중세사(전선·3), 동아시아중세사(전선·3), 서양중세사(전선·3)
[3학년 1학기] 서양근세문화사(전필·3), 한국근세사(전선·3), 동아시아근세사(전선·3), 역사교과교육론(전선·3), 역사논리및논술(전선·3)
[3학년 2학기] 문화유적현장실습3(전필·3), 한국근대사(전필·3), 서양근대사(전선·3), 동아시아근대사(전선·3), 역사교과교재연구및지도법(전선·3), 박물관과큐레이션실습(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 쟁점한국사(전선·3), 쟁점동양사(전선·3), 쟁점서양사(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 서양사학사(전선·3), 한국사상·문화사(전선·3), 20세기현대사(전선·3)"
교육학과,조교실 정보 좀,"교육학과 조교실 정보는 아래와 같습니다.
위치 : 집현관 706호 / 전화 : 02-3408-3304"
교육학과,과사무실,"교육학과 과사무실 정보는 아래와 같습니다.
위치 : 집현관 706호 / 전화 : 02-3408-3304"
교육학과,과사무실 위치,교육학과 과사무실 위치는 집현관 706호입니다.
교육학과,과사무실 전화번호,교육학과 전화번호는 02-3408-3304입니다.
교육학과,학과 홈페이지,"교육학과 홈페이지입니다.
교육학과 : http://home.sejong.ac.kr/~edudpt/"
교육학과,학과 공지사항,교육학과 홈페이지에 올라온 공지사항이 없습니다. 자세한 사항은 과별 단톡방 혹은 다른 방식으로 참고해야 합니다.
교육학과,전공소개,"교육학과는 성인교육기관, 기업교육기관, 평생교육기관, 사회단체뿐 아니라 교육 서비스를 전문적으로 기획, 설계, 운영, 관리, 평가, 연구하는 공기관 및 교육전문 업체, 그리고 각급 학교와 대학을 포함한 정규 교육기관에서 요구하는 교육 전문가를 양성하는 학과입니다."
교육학과,주전공,"전공필수과목은 18학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
교육학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
교육학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
교육학과,부전공,교육학과 전공과목 중에서 21학점 이상 이수해야 합니다.
교육학과,1학년 전공,"교육학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 교육학의탐구(전필·3), 대학의이해(전선·3)
[2학기] 교육심리의이론과실제(전필·3), 인문학과교육(전선·3), 교육사의이해(전선·3)"
교육학과,2학년 전공,"교육학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 교육철학의이해(전필·3), 평생교육론(전선·3), 아동과발달의이해(전선·3), 교수학습이론(전선·3), 인적자원개발론(전선·3), 고등교육론(전선·3), 글로벌환경과다문화교육(전선·3), 학습심리학(전선·3)
[2학기] 교육공학의이론과실제(전필·3), 교육행정의이론과실제(전필·3), 서양교육사상가연구(전선·3), 교육과정과프로그램개발(전선·3), 평생교육방법론(전선·3), 교육연구방법론(전선·3), 현대교육사상(전선·3), 마음,뇌,교육(전선·3), 이상심리(전선·3), 인공지능과학습(전선·3)"
교육학과,3학년 전공,"교육학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 교육학교과교육론(전선·3), 원격교육론(전선·3), 기업교육론(전선·3), 한국사상과교육(전선·3), 교육사회학이론과사상(전선·3), 청소년교육론(전선·3), 진로상담의이해와실제(전선·3), 사이버윤리와교육(전선·3), 인지심리학(전선·3), 교육정책탐구(전선·3)
[2학기] 교육통계(전필·3), 교육사회학(전선·3), 평생교육프로그램개발론(전선·3), 특수교육론(전선·3), 교육학교과교재연구및지도법(전선·3), 교육학논리및논술(전선·3), 리더십프로그램개발(전선·3), 평생교육경영론(전선·3), 성인노인교육론(전선·3)"
교육학과,4학년 전공,"교육학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 교육평가론(전선·3), 학생상담의이론과실제(전선·3), 최신학습설계이론(전선·3), 평생교육실습(전선·3), 추리통계방법(전선·3), 평생교육실습(P/NP·0)
[2학기] 졸업연구및진로2(전선·1), 성인학습및상담(전선·3), 사회조사방법론(전선·3), 심리검사(전선·3), 이러닝·모바일학습의탐구(전선·3)"
교육학과,전공,"교육학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 교육학의탐구(전필·3), 대학의이해(전선·3)
[1학년 2학기] 교육심리의이론과실제(전필·3), 인문학과교육(전선·3), 교육사의이해(전선·3)
[2학년 1학기] 교육철학의이해(전필·3), 평생교육론(전선·3), 아동과발달의이해(전선·3), 교수학습이론(전선·3), 인적자원개발론(전선·3), 고등교육론(전선·3), 글로벌환경과다문화교육(전선·3), 학습심리학(전선·3)
[2학년 2학기] 교육공학의이론과실제(전필·3), 교육행정의이론과실제(전필·3), 서양교육사상가연구(전선·3), 교육과정과프로그램개발(전선·3), 평생교육방법론(전선·3), 교육연구방법론(전선·3), 현대교육사상(전선·3), 마음,뇌,교육(전선·3), 이상심리(전선·3), 인공지능과학습(전선·3)
[3학년 1학기] 교육학교과교육론(전선·3), 원격교육론(전선·3), 기업교육론(전선·3), 한국사상과교육(전선·3), 교육사회학이론과사상(전선·3), 청소년교육론(전선·3), 진로상담의이해와실제(전선·3), 사이버윤리와교육(전선·3), 인지심리학(전선·3), 교육정책탐구(전선·3)
[3학년 2학기] 교육통계(전필·3), 교육사회학(전선·3), 평생교육프로그램개발론(전선·3), 특수교육론(전선·3), 교육학교과교재연구및지도법(전선·3), 교육학논리및논술(전선·3), 리더십프로그램개발(전선·3), 평생교육경영론(전선·3), 성인노인교육론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 교육평가론(전선·3), 학생상담의이론과실제(전선·3), 최신학습설계이론(전선·3), 평생교육실습(전선·3), 추리통계방법(전선·3), 평생교육실습(P/NP·0)
[4학년 2학기] 졸업연구및진로2(전선·1), 성인학습및상담(전선·3), 사회조사방법론(전선·3), 심리검사(전선·3), 이러닝·모바일학습의탐구(전선·3)"
교육학과,평생교육사,별도의 신청절차 없이 2학년 1학기부터 평생교육사 과정의 과목을 수강 신청하여 졸업 이전까지 이수하면 됩니다.
교육학과,평생교육사 현장실습,"3학년 겨울방학 또는 4학년 여름방학에 본인이 교섭하거나 교육학과에서 주선하는 실습기관에서 4주간 실습을 마치고 본인이 작성한 실습일지, 평생교육기관에서 발급한 평가서 및 출근부를 교육학과로 제출해야 합니다.
1) 실습일지·평가서 ·출근부 양식을 교육학과에서 수령
2) 4주간 실습 후 실습일지·평가서 ·출근부를 교육학과로 제출"
교육학과,평생교육사 자격증 신청 ,"최종 학기말에 신청(학위취득예정자)해야 합니다. 필요서류는 평생교육사 발급신청서(이수과목및경력증명서), 기본증명서, 최종학력증명서, 성적증명서입니다."
교육학과,평생교육사 2급,평생교육사 과목 중 필수 5과목과 선택(영역별 1과목이상) 5과목 이상 이수해야 합니다. 결과적으로 30학점 이상 이수 중 평균이 80점이상(100점 만점)이어야 합니다.
교육학과,평생교육사 2급,평생교육사 과목 중 필수 5과목과 선택(영역별 1과목이상) 2과목 이상 이수해야 합니다. 결과적으로 21학점 이상 이수 중 평균이 80점이상(100점 만점)이어야 합니다.
교육학과,평생교육사 필수과목,"평생교육사 필수과목에는 평생교육론(2-1), 평생교육방법론(2-2), 평생교육프로그램개발론(3-2), 평생교육경영론(3-2), 평생교육실습(4-1)이 있습니다."
교육학과,평생교육사 선택과목,평생교육사 선택과목에는 평생교육실천영역과 평생교육방법영역이 존재합니다. 자세한 사항은 해당 키워드를 입력하여 확인해주세요.
교육학과,평생교육실천영역,"평생교육실천영영 선택과목에는 청소년교육론(3-1), 성인학습및상담(4-2)이 있습니다."
교육학과,평생교육방법영역,"평생교육방법영역 선택과목에는 교육공학의이론및실제(2-2), 원격교육론(3-1), 기업교육론(3-1), 직업진로설계(3-1), 인적자원개발론(3-2), 사회조사방법론(4-2)이 있습니다."
