intent,query,answer
무용과,4학년 전공,"무용과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국전통무용작품분석1(전필·1), 한국창작무용작품분석1(전필·1), 고급현대무용3(전필·1), 컨템포러리댄스3(전필·1), 발레테크닉7(전필·1), 발레레파토리7(전필·1), 무용테크놀로지(전선·2), 무용미학(전선·2), 무용표현심리학(전선·2), 무용인턴쉽(전선·3), 캐릭터발레1(전선·1), 무용교육프로그램개발(전선·3), 통합예술교육콘텐츠기획(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 한국전통무용작품분석2(전필·1), 한국창작무용작품분석2(전필·1), 고급현대무용4(전필·1), 컨템포러리댄스4(전필·1), 발레테크닉8(전필·1), 발레레파토리8(전필·1), 공연기획과실습(전선·2), 동양무용사(전선·2), 캐릭터발레2(전선·1), 창의적예술교육프로젝트(전선·3)"
무용과,전공,"무용과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 한국전통무용기교훈련1(전필·1), 한국창작무용기교훈련1(전필·1), 워크샵1(전필·1), 모던댄스1(전필·1), 발레테크닉1(전필·1), 발레레파토리1(전필·1), 한국전통무용기본1(전필·2), 현대무용기본1(전필·2), 발레기초1(전필·2), 레파토리(전선·2), 신체요법(전선·2), 전통타악실기(전선·2), 무용작품분석(전선·2)
[1학년 2학기] 한국전통무용기교훈련2(전필·1), 한국창작무용기교훈련2(전필·1), 워크샵2(전필·1), 모던댄스2(전필·1), 발레테크닉2(전필·1), 발레레파토리2(전필·1), 한국전통무용기본2(전필·2), 현대무용기본2(전필·2), 발레기초2(전필·2), 안무법(전선·2), 현대무용사(전선·2), 한국무용음악분석(전선·2), 발레와필라테스(전선·2)
[2학년 1학기] 전통춤기교실습1(전필·1), 창작춤기교실습1(전필·1), 워크샵3(전필·1), 모던댄스3(전필·1), 발레테크닉3(전필·1), 발레레파토리3(전필·1), 발레사(전선·2), 동작분석(전선·2), 무용구성법(전선·2), 한국무용표현법(전선·2), 즉흥(전선·2), 신무용기법(전선·2)
[2학년 2학기] 전통춤기교실습2(전필·1), 창작춤기교실습2(전필·1), 워크샵4(전필·1), 모던댄스4(전필·1), 발레테크닉4(전필·1), 발레레파토리4(전필·1), 궁중정재(전선·2), 무용실습(전선·2), 무용사회학(전선·2), 무용제작실습(전선·1), 무용기반융합예술프로그램개발(전선·2), 오디션실습(전선·2)
[3학년 1학기] 한국전통무용안무1(전필·1), 한국창작무용안무1(전필·1), 고급현대무용1(전필·1), 컨템포러리댄스1(전필·1), 발레테크닉5(전필·1), 발레레파토리5(전필·1), 무용음악(전선·2), 한국무용창작기법(전선·2), 발레공연과실습(전선·2), 발레교수법1·2·3·4단계(전선·2), 체육교과교육론(전선·3), 컨템포러리발레1(전선·1), 발레워크샵1(전선·2), 춤과미디어(전선·2), 무용교육론(전선·3), 무용교수학습방법(전선·3)
[3학년 2학기] 한국전통무용안무2(전필·1), 한국창작무용안무2(전필·1), 고급현대무용2(전필·1), 컨템포러리댄스2(전필·1), 발레테크닉6(전필·1), 발레레파토리6(전필·1), 무용비평(전선·2), 캐릭터댄스(전선·2), 분장법(전선·2), 체육교과교재연구및지도법(전선·3), 체육논리및논술(전선·3), 컨템포러리발레2(전선·1), 발레워크샵2(전선·2), 무용교수법(전선·3)
[4학년 1학기] 한국전통무용작품분석1(전필·1), 한국창작무용작품분석1(전필·1), 고급현대무용3(전필·1), 컨템포러리댄스3(전필·1), 발레테크닉7(전필·1), 발레레파토리7(전필·1), 무용테크놀로지(전선·2), 무용미학(전선·2), 무용표현심리학(전선·2), 무용인턴쉽(전선·3), 캐릭터발레1(전선·1), 무용교육프로그램개발(전선·3), 통합예술교육콘텐츠기획(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 한국전통무용작품분석2(전필·1), 한국창작무용작품분석2(전필·1), 고급현대무용4(전필·1), 컨템포러리댄스4(전필·1), 발레테크닉8(전필·1), 발레레파토리8(전필·1), 공연기획과실습(전선·2), 동양무용사(전선·2), 캐릭터발레2(전선·1), 창의적예술교육프로젝트(전선·3)"
영화예술학과,조교실 정보 좀,"영화예술학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 1201호 / 전화 : 02-3408-3327"
영화예술학과,과사무실,"영화예술학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 1201호 / 전화 : 02-3408-3327"
영화예술학과,과사무실 위치,영화예술학과 과사무실 위치는 광개토관 1201호입니다.
영화예술학과,과사무실 전화번호,영화예술학과 과사무실 전화번호는 02-3408-3327입니다.
영화예술학과,홈페이지,"영화예술학과 홈페이지입니다.
영화예술학과 : http://home.sejong.ac.kr/~moviedpt/"
영화예술학과,경시대회,"영화예술학과에서 제공하는 경시대회 정보입니다.
영화예술학과 경시대회 : http://home.sejong.ac.kr/~moviedpt/23.html"
영화예술학과,학과소개,영화예술학과에서는 상상력과 창의력을 바탕으로 우리나라만이 가지고 있는 문화유산을 핵심 자원으로 하여 영화 및 공연예술계는 물론 세계 영화계를 이끌어 갈 수 있는 국제적 안목을 지닌 인재를 양성하는 것을 교육목표로 세우고 있습니다.
영화예술학과,주전공,"전공필수과목은 27학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
영화예술학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
영화예술학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
영화예술학과,부전공,"영화예술학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 작품분석, 연출론, 촬영조명1, 편집, 영화제작론, 기초연기1·2, 공간연출실습, 공연제작Project1·2, 연기실습콜라보레이션1·2, 호흡과발성1·2, 텍스트와 연기실습1·2"
영화예술학과,1학년 전공,"영화예술학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초연기1(근육과감각훈련)(전필·3), 호흡과발성1(전필·2), 무대매커니즘1(전필·2), 연극의이해(전필·2), 개별창의연구1(전필·0), 영화개론(전필·3), 스토리텔링(전필·2), 영상표현기초(전필·2)
[2학기] 기초연기2(감성과체험훈련)(전필·3), 호흡과발성2(전필·2), 무대매커니즘2(전필·2), 개별창의연구2(전필·0), 서양영화사(전필·3), 영화기술기초(전필·3), 공연의이해와감상(전선·2)"
영화예술학과,2학년 전공,"영화예술학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 텍스트와연기실습1(전필·3), 공연프로덕션실습1(전필·0), 세계연극사(전필·2), 작품분석(전필·2), 촬영조명1(전필·3), 뮤지컬넘버플레이1(전선·2), 신체언어훈련1(전선·2), 편집(전선·2), 영화제작WS1(전선·2)
[2학기] 텍스트와연기실습2(전필·3), 공연프로덕션실습2(전필·0), 연출론(전필·2), 화술트레이닝1(전선·2), 공연연출실습(전선·2), 분석과드라마트루기(전선·2), 사운드(전선·2), 시나리오작법1(전선·3), 영화제작WS2(전선·2)"
영화예술학과,3학년 전공,"영화예술학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 동양영화사(전필·2), 다큐영화제작(전필·2), 연기실습콜라보레이션1(전선·3), 화술트레이닝2(전선·3), 매체연기실습1(전선·2), 동양및한국연극사(전선·1), 영화제작WS3(전선·2), 영화기술고급(전선·2), 시나리오작법2(전선·3), 연극영화교과교육론(전선·3)
[2학기] 영화제작론(전필·2), 촬영조명2(전필·3), 연기실습콜라보레이션2-종합설계(전선·3), 장면구성과시각화(전선·2), 뮤지컬넘버플레이2(전선·2), 연기메소드연구(전선·1), 신체언어훈련2(전선·2), 영화제작WS4(전선·2), 프로덕션디자인-캡스톤디자인(전선·2), 매체연기실습2(전선·2), 연극영화논리및논술(전선·3), 연극영화교과교재연구및지도법(전선·3)"
영화예술학과,4학년 전공,"영화예술학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업작품(P/NP)(전필·0), 공연제작project1(전선·3), 연극교육론(전선·2), 연극교수학습방법(전선·2), 다중매체연기연구(전선·2), 장편영화기획(전선·3), 영화제작WS5(전선·2), 영화장르연구(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 공연제작project2(전선·3), 작가연구(전선·2), 오디션연구(전선·2), 연극교육프로그램개발(전선·2), 예술과기획경영(전선·2), 연기실기교수법연구(전선·2), 영화제작WS6(전선·2), 영화이론비평세미나(전선·3)"
영화예술학과,전공,"영화예술학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초연기1(근육과감각훈련)(전필·3), 호흡과발성1(전필·2), 무대매커니즘1(전필·2), 연극의이해(전필·2), 개별창의연구1(전필·0), 영화개론(전필·3), 스토리텔링(전필·2), 영상표현기초(전필·2)
[1학년 2학기] 기초연기2(감성과체험훈련)(전필·3), 호흡과발성2(전필·2), 무대매커니즘2(전필·2), 개별창의연구2(전필·0), 서양영화사(전필·3), 영화기술기초(전필·3), 공연의이해와감상(전선·2)
[2학년 1학기] 텍스트와연기실습1(전필·3), 공연프로덕션실습1(전필·0), 세계연극사(전필·2), 작품분석(전필·2), 촬영조명1(전필·3), 뮤지컬넘버플레이1(전선·2), 신체언어훈련1(전선·2), 편집(전선·2), 영화제작WS1(전선·2)
[2학년 2학기] 텍스트와연기실습2(전필·3), 공연프로덕션실습2(전필·0), 연출론(전필·2), 화술트레이닝1(전선·2), 공연연출실습(전선·2), 분석과드라마트루기(전선·2), 사운드(전선·2), 시나리오작법1(전선·3), 영화제작WS2(전선·2)
[3학년 1학기] 동양영화사(전필·2), 다큐영화제작(전필·2), 연기실습콜라보레이션1(전선·3), 화술트레이닝2(전선·3), 매체연기실습1(전선·2), 동양및한국연극사(전선·1), 영화제작WS3(전선·2), 영화기술고급(전선·2), 시나리오작법2(전선·3), 연극영화교과교육론(전선·3)
[3학년 2학기] 영화제작론(전필·2), 촬영조명2(전필·3), 연기실습콜라보레이션2-종합설계(전선·3), 장면구성과시각화(전선·2), 뮤지컬넘버플레이2(전선·2), 연기메소드연구(전선·1), 신체언어훈련2(전선·2), 영화제작WS4(전선·2), 프로덕션디자인-캡스톤디자인(전선·2), 매체연기실습2(전선·2), 연극영화논리및논술(전선·3), 연극영화교과교재연구및지도법(전선·3)
[4학년 1학기] 졸업작품(P/NP)(전필·0), 공연제작project1(전선·3), 연극교육론(전선·2), 연극교수학습방법(전선·2), 다중매체연기연구(전선·2), 장편영화기획(전선·3), 영화제작WS5(전선·2), 영화장르연구(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 공연제작project2(전선·3), 작가연구(전선·2), 오디션연구(전선·2), 연극교육프로그램개발(전선·2), 예술과기획경영(전선·2), 연기실기교수법연구(전선·2), 영화제작WS6(전선·2), 영화이론비평세미나(전선·3)"
